Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1993,1993,7021,Annual value,USD,243.2,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1994,1994,7021,Annual value,USD,209.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1995,1995,7021,Annual value,USD,183.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1996,1996,7021,Annual value,USD,248.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1997,1997,7021,Annual value,USD,235,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1998,1998,7021,Annual value,USD,245.6,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),1999,1999,7021,Annual value,USD,232.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2000,2000,7021,Annual value,USD,201.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2001,2001,7021,Annual value,USD,177,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2002,2002,7021,Annual value,USD,193.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2003,2003,7021,Annual value,USD,233,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2004,2004,7021,Annual value,USD,276.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2005,2005,7021,Annual value,USD,255.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2006,2006,7021,Annual value,USD,240.6,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2007,2007,7021,Annual value,USD,353.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2008,2008,7021,Annual value,USD,393.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2009,2009,7021,Annual value,USD,284.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2010,2010,7021,Annual value,USD,288.6,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2011,2011,7021,Annual value,USD,386.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2012,2012,7021,Annual value,USD,360.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2013,2013,7021,Annual value,USD,416.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2014,2014,7021,Annual value,USD,353.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2015,2015,7021,Annual value,USD,293.7,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2016,2016,7021,Annual value,USD,290.2,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2017,2017,7021,Annual value,USD,278.7,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2018,2018,7021,Annual value,USD,300.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2019,2019,7021,Annual value,USD,277,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2020,2020,7021,Annual value,USD,283.2,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),112,Maize (corn),2021,2021,7021,Annual value,USD,356.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,344.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,215.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,191.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,235,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,232.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,261.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,285.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,287.1,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,295.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,341.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,406.7,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,405.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,399.6,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,429.1,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,441.6,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,418.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,448.1,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,498.6,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,523.1,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,444.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,395,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,418.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,328.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,350.2,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,371.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,373.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,405.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2021,2021,7021,Annual value,USD,442.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,1996,1996,7021,Annual value,USD,478.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,1997,1997,7021,Annual value,USD,335.7,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,1998,1998,7021,Annual value,USD,331.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,1999,1999,7021,Annual value,USD,435.8,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2000,2000,7021,Annual value,USD,487.1,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2001,2001,7021,Annual value,USD,486.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2002,2002,7021,Annual value,USD,499.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2003,2003,7021,Annual value,USD,574.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2004,2004,7021,Annual value,USD,681.1,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2005,2005,7021,Annual value,USD,700.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2006,2006,7021,Annual value,USD,713.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2007,2007,7021,Annual value,USD,776.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2008,2008,7021,Annual value,USD,834.4,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2009,2009,7021,Annual value,USD,737,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2010,2010,7021,Annual value,USD,673.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2011,2011,7021,Annual value,USD,743.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2012,2012,7021,Annual value,USD,693.3,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2014,2014,7021,Annual value,USD,955.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2015,2015,7021,Annual value,USD,793.9,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2016,2016,7021,Annual value,USD,525.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2017,2017,7021,Annual value,USD,539,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2018,2018,7021,Annual value,USD,550.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2019,2019,7021,Annual value,USD,592.7,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2020,2020,7021,Annual value,USD,556.5,A,Official figure
PP,Producer Prices,8,Albania,5532,Producer Price (USD/tonne),141,Soya beans,2021,2021,7021,Annual value,USD,663.5,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),112,Maize (corn),1991,1991,7021,Annual value,USD,173.2,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),112,Maize (corn),1992,1992,7021,Annual value,USD,522.1,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),112,Maize (corn),1993,1993,7021,Annual value,USD,488.3,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),112,Maize (corn),1994,1994,7021,Annual value,USD,325.2,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),112,Maize (corn),1995,1995,7021,Annual value,USD,335.7,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1991,1991,7021,Annual value,USD,378.9,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,458,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,514,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,513.4,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,461.6,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1996,1996,7021,Annual value,USD,401.8,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,415.9,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,442.6,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,390.5,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,427.4,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,326.3,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,348.9,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,360.8,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,382.1,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,371.7,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,418.5,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,480,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,468,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,470.5,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,521,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,477.2,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,491.4,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,488.1,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2015,2015,7021,Annual value,USD,407.2,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,392.9,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,405.5,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,411.7,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,402.2,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2020,2020,7021,Annual value,USD,388.4,A,Official figure
PP,Producer Prices,12,Algeria,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2021,2021,7021,Annual value,USD,381.4,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),112,Maize (corn),2010,2010,7021,Annual value,USD,440.7,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),112,Maize (corn),2011,2011,7021,Annual value,USD,398.1,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),112,Maize (corn),2012,2012,7021,Annual value,USD,693.4,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),112,Maize (corn),2013,2013,7021,Annual value,USD,387.7,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),112,Maize (corn),2014,2014,7021,Annual value,USD,384.8,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,518,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,508.6,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),141,Soya beans,2010,2010,7021,Annual value,USD,1088.1,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),141,Soya beans,2011,2011,7021,Annual value,USD,1064.6,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),141,Soya beans,2012,2012,7021,Annual value,USD,1246.5,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),141,Soya beans,2013,2013,7021,Annual value,USD,1036.1,A,Official figure
PP,Producer Prices,24,Angola,5532,Producer Price (USD/tonne),141,Soya beans,2014,2014,7021,Annual value,USD,1017.3,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),112,Maize (corn),2019,2019,7021,Annual value,USD,1738.9,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),112,Maize (corn),2020,2020,7021,Annual value,USD,1738.9,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),112,Maize (corn),2021,2021,7021,Annual value,USD,2550.4,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2004,2004,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2005,2005,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,28,Antigua and Barbuda,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,1957,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1991,1991,7021,Annual value,USD,94.3,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1992,1992,7021,Annual value,USD,61.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1993,1993,7021,Annual value,USD,108.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1994,1994,7021,Annual value,USD,107.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1995,1995,7021,Annual value,USD,115,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1996,1996,7021,Annual value,USD,152.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1997,1997,7021,Annual value,USD,109.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1998,1998,7021,Annual value,USD,97,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),1999,1999,7021,Annual value,USD,89,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2000,2000,7021,Annual value,USD,82,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2001,2001,7021,Annual value,USD,84,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2002,2002,7021,Annual value,USD,78.3,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2003,2003,7021,Annual value,USD,79.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2004,2004,7021,Annual value,USD,81.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2005,2005,7021,Annual value,USD,70.3,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2006,2006,7021,Annual value,USD,92.8,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2007,2007,7021,Annual value,USD,118.7,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2008,2008,7021,Annual value,USD,140.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2009,2009,7021,Annual value,USD,113.5,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2010,2010,7021,Annual value,USD,135.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2011,2011,7021,Annual value,USD,176.3,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2012,2012,7021,Annual value,USD,203.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2013,2013,7021,Annual value,USD,180.3,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),112,Maize (corn),2014,2014,7021,Annual value,USD,143.2,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1992,1992,7021,Annual value,USD,151.4,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1993,1993,7021,Annual value,USD,165.2,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1994,1994,7021,Annual value,USD,171.2,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1995,1995,7021,Annual value,USD,182,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1997,1997,7021,Annual value,USD,185.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1998,1998,7021,Annual value,USD,174.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,1999,1999,7021,Annual value,USD,141.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2000,2000,7021,Annual value,USD,155.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2001,2001,7021,Annual value,USD,153.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2002,2002,7021,Annual value,USD,94,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2003,2003,7021,Annual value,USD,158.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2006,2006,7021,Annual value,USD,149.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2007,2007,7021,Annual value,USD,221.7,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2008,2008,7021,Annual value,USD,271,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2009,2009,7021,Annual value,USD,220.4,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2010,2010,7021,Annual value,USD,330.9,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2011,2011,7021,Annual value,USD,367,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2012,2012,7021,Annual value,USD,347.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2013,2013,7021,Annual value,USD,384.7,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2014,2014,7021,Annual value,USD,378.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2016,2016,7021,Annual value,USD,262.2,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2017,2017,7021,Annual value,USD,327.8,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2018,2018,7021,Annual value,USD,254.1,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),2211,Raw milk of cattle,2019,2019,7021,Annual value,USD,295.3,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),141,Soya beans,1991,1991,7021,Annual value,USD,173.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),141,Soya beans,1992,1992,7021,Annual value,USD,167.6,A,Official figure
PP,Producer Prices,32,Argentina,5532,Producer Price (USD/tonne),141,Soya beans,1993,1993,7021,Annual value,USD,219.2,A,Official figure
